Area Abbrv,Division,Department Name,Fund,Department,Acct Type,Account Name,CurrYrOrigSep,CurrYrOrigOct,CurrYrOrigNov,CurrYrOrigDec,CurrYrOrigJan,CurrYrOrigFeb,CurrYrOrigMar,CurrYrOrigApr,CurrYrOrigMay,CurrYrOrigJun,CurrYrOrigJul,CurrYrOrigAug,CurrYrOrigYrTotal,CurrYrAdjSep,CurrYrAdjOct,CurrYrAdjNov,CurrYrAdjDec,CurrYrAdjJan,CurrYrAdjFeb,CurrYrAdjMar,CurrYrAdjApr,CurrYrAdjMay,CurrYrAdjJun,CurrYrAdjJul,CurrYrAdjAug,CurrYrAdjYrTotal,CurrYrActualsSep,CurrYrActualsOct,CurrYrActualsNov,CurrYrActualsDec,CurrYrActualsJan,CurrYrActualsFeb,CurrYrActualsMar,CurrYrActualsApr,CurrYrActualsMay,CurrYrActualsJun,CurrYrActualsJul,CurrYrActualsAug,CurrYrActualsYrTotal,PrevYrActualsSep,PrevYrActualsOct,PrevYrActualsNov,PrevYrActualsDec,PrevYrActualsJan,PrevYrActualsFeb,PrevYrActualsMar,PrevYrActualsApr,PrevYrActualsMay,PrevYrActualsJun,PrevYrActualsJul,PrevYrActualsAug,PrevYrActualsYrTotal
VPAD,Director Facilities,HVAC,F10 - Operating,0500000008 - HVAC,6,65 - Staff Benefits,12545,12545,12545,12545,12545,12545,12545,12545,12545,12545,12545,12549,150544,11707,11707,11760,11760,11760,11760,11760,11760,11760,11760,11762,11754,141010,10599,9696,9642,9437,9675,9335,8407,8595,8590,8171.416666666666,7939.566666666666,7707.716666666665,83976,12506,12414,12325,12332,12377,12270,12774,12360,11579,11234,10136,9994,142301
VPAD,Director Facilities,HVAC,F10 - Operating,0500000008 - HVAC,6,66 - Pool-Other Employee Benefits,465,465,465,465,465,465,465,465,465,465,465,465,5580,426,426,428,428,428,428,428,428,428,428,428,433,5137,347,324,329,312,408,359,293,350,347,345.41666666666663,346.29999999999995,347.18333333333334,3069,448,448,449,449,543,526,456,449,410,368,363,358,5266
VPAD,Director Facilities,HVAC,F10 - Operating,0500000008 - HVAC,7,71 - Pool-Services,17000,6700,2860,5208,29700,2500,27700,26700,10500,6500,1700,2500,139568,2000,4700,-11140,-14792,19200,41300,26900,35000,-38098,16160,1700,77562,160492,0,4807,13286,13550,7485,0,6683,8154,11104,9538.305555555555,9999.988888888889,10461.672222222223,65070,0,9791,3850,0,0,20668,13699,3274,0,18953,2168,45440,117842
VPAD,Director Facilities,HVAC,F10 - Operating,0500000008 - HVAC,7,73 - Pool-Other Oper,1050,11050,1630,1050,1050,1130,2250,1050,630,1550,550,550,23540,750,10450,980,600,750,830,2550,-750,5330,1250,250,1850,24840,800,2568,0,0,0,0,0,4234,622,1270.9444444444443,1342.3777777777777,1413.8111111111111,8224,1194,1067,560,-571,1003,4581,670,73,1021,0,7640,11807,29045
VPAD,Director Facilities,HVAC,F10 - Operating,0500000008 - HVAC,7,78 - Pool-Cap Equip,10501,0,36000,6000,0,0,0,0,0,0,0,0,52501,25501,2000,50000,14500,4000,21000,0,0,0,0,0,15500,132501,0,5179,0,56424,0,0,5023,30180,10460,17790.52777777778,18964.944444444445,20139.361111111113,107265,3267,0,61862,5576,0,10894,27226,0,19852,9704,0,19557,157939
VPAD,Director Facilities,Maintenance Tech,F10 - Operating,0500000009 - Maintenance Tech,6,63 - Pool-FT Admin/Supp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,7135,7135,7135,7285,7135,7135,7135,7135,357,0,0,0,57587
VPAD,Director Facilities,Maintenance Tech,F10 - Operating,0500000009 - Maintenance Tech,6,64 - Pool-PT Admin/Supp,0,0,0,0,0,0,0,0,0,0,0,0,0,18,24,24,24,24,22,36,24,24,12,0,3,235,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPAD,Director Facilities,Maintenance Tech,F10 - Operating,0500000009 - Maintenance Tech,6,65 - Staff Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,2008,2008,2008,2022,2008,2017,2008,2008,100,0,0,0,16190
VPAD,Director Facilities,Maintenance Tech,F10 - Operating,0500000009 - Maintenance Tech,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,71,71,71,71,86,87,78,71,4,0,0,0,610
VPAD,Director Facilities,Maintenance Tech,F10 - Operating,0500000009 - Maintenance Tech,7,71 - Pool-Services,5998,8895,6205,8895,5995,19595,19695,9895,6995,6645,9795,5895,114503,5998,15695,5995,39095,5995,17395,10805,6264,-33388,27147,8949,48309,158259,4841,10248,3144,7211,10614,8658,3308,11991,13839,11789.0,12505.6,13222.2,73854,0,11804,9988,9489,6492,14788,30276,10480,20671,8199,19308,53317,194813
VPAD,Director Facilities,Maintenance Tech,F10 - Operating,0500000009 - Maintenance Tech,7,73 - Pool-Other Oper,2700,8880,2700,3700,4500,2700,3550,4200,2700,2700,4200,4200,46730,0,2643,1180,8800,300,14500,2450,3037,12821,2350,3850,10923,62854,4414,5634,9738,4697,75,2948,452,15045,2729,5179.000000000001,5198.533333333334,5218.0666666666675,45731,2174,11565,1441,7629,4427,696,4081,3593,2352,90,7142,14221,59410
VPAD,Director Facilities,Maintenance Tech,F10 - Operating,0500000009 - Maintenance Tech,7,78 - Pool-Cap Equip,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,20,12100,0,0,0,0,-6954,0,0,6954,12124,0,0,5170,0,0,0,0,0,0,-287.2222222222224,-459.55555555555566,-631.8888888888891,5170,0,0,0,0,12470,0,0,0,0,0,0,1128,13598
VPAD,Director Facilities,Maintenance Tech,F10 - Operating,0500000009 - Maintenance Tech,8,87 - Furniture Fixtures Equipment,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPAD,Director Projects,Carpentry,F10 - Operating,0500000145 - Carpentry,6,63 - Pool-FT Admin/Supp,7135,7135,7135,7135,7135,7135,7135,7135,7135,7135,7135,7137,85622,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278,7277,87335,7278,7278,7278,7278,7278,7278,7278,7278,7278,7278.0,7278.0,7278.0,65501,0,0,0,0,0,0,0,0,6778,7135,7135,7135,28184
VPAD,Director Projects,Carpentry,F10 - Operating,0500000145 - Carpentry,6,65 - Staff Benefits,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1926,1927,23113,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,1966,23592,2046,2046,2046,2046,2046,2046,2046,2046,2046,2046.0,2046.0,2046.0,18414,0,0,0,0,0,0,0,0,1908,2008,2008,2008,7933
VPAD,Director Projects,Carpentry,F10 - Operating,0500000145 - Carpentry,6,66 - Pool-Other Employee Benefits,71,71,71,71,71,71,71,71,71,71,71,71,852,71,71,71,71,71,71,71,71,71,71,71,71,852,73,73,73,73,87,87,80,73,73,79.22222222222223,79.6888888888889,80.15555555555555,691,0,0,0,0,0,0,0,0,68,71,71,71,282
VPAD,Director Projects,Carpentry,F10 - Operating,0500000145 - Carpentry,7,73 - Pool-Other Oper,0,0,3000,0,0,0,0,0,2000,0,0,0,5000,0,0,3000,0,0,0,0,0,2000,0,0,0,5000,265,0,719,156,0,58,90,181,0,7.138888888888857,-24.077777777777783,-55.29444444444448,1469,0,0,0,0,0,0,0,0,0,0,0,0,0
VPAD,Director Projects,Central Recv & Mail Svcs,F10 - Operating,0500000011 - Central Recv & Mail Svcs,6,63 - Pool-FT Admin/Supp,5295,5295,5295,5295,5295,5295,5295,5295,5295,5295,5295,5287,63532,5421,5421,5421,5421,5421,5421,5421,5421,5421,5421,5421,5401,65032,5419,5419,5419,5419,5419,5419,5419,5419,5419,5419.0,5419.0,5419.0,48774,5139,5294,5294,5294,5294,5294,5294,5294,5294,5294,5294,2374,60456
VPAD,Director Projects,Central Recv & Mail Svcs,F10 - Operating,0500000011 - Central Recv & Mail Svcs,6,64 - Pool-PT Admin/Supp,347,347,347,347,347,347,347,347,347,347,347,347,4164,382,402,394,384,372,377,384,374,374,359,347,347,4496,0,0,0,0,341,0,109,0,0,68.16666666666667,71.8,75.43333333333334,450,0,0,0,220,0,0,370,0,177,0,0,294,1061
VPAD,Director Projects,Central Recv & Mail Svcs,F10 - Operating,0500000011 - Central Recv & Mail Svcs,6,65 - Staff Benefits,831,831,831,831,831,831,831,831,831,831,831,830,9971,852,853,852,852,852,852,852,852,852,851,851,858,10229,1072,1451,1066,1101,1076,1077,1070,1071,1066,1018.3333333333333,998.6666666666666,979.0,10050,1338,1339,1340,1348,1337,1335,1361,1340,1343,1335,1333,393,15142
VPAD,Director Projects,Central Recv & Mail Svcs,F10 - Operating,0500000011 - Central Recv & Mail Svcs,6,66 - Pool-Other Employee Benefits,53,53,53,53,53,53,53,53,53,53,53,53,636,53,53,53,53,53,53,53,53,53,53,53,53,636,54,54,54,54,66,65,65,58,54,61.97222222222222,62.72222222222222,63.47222222222222,525,53,53,53,53,64,64,64,57,53,53,53,18,638
VPAD,Director Projects,Central Recv & Mail Svcs,F10 - Operating,0500000011 - Central Recv & Mail Svcs,7,71 - Pool-Services,0,609,0,304,609,0,0,0,0,0,0,0,1522,0,609,0,4499,609,0,0,0,-2976,992,992,992,5717,304,304,304,304,304,304,304,304,304,304.0,304.0,304.0,2740,0,609,0,304,609,0,609,304,304,304,304,304,3653
VPAD,Director Projects,Central Recv & Mail Svcs,F10 - Operating,0500000011 - Central Recv & Mail Svcs,7,73 - Pool-Other Oper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,11,0,0,44,55
VPAD,Director Projects,Central Recv & Mail Svcs,F10 - Operating,0500000011 - Central Recv & Mail Svcs,7,74 - Pool-Monthly Chgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1120,1120
VPAD,Director Projects,CyFair Projects,F10 - Operating,0500000066 - CyFair Projects,6,63 - Pool-FT Admin/Supp,16839,16839,16839,16839,16839,16839,16839,16839,16839,16839,16839,16838,202067,17176,17176,17176,17176,15465,8710,8710,8710,8710,17176,17176,17173,170534,17176,17176,17176,17176,15465,13411,13411,13411,13411,12175.055555555555,11547.555555555555,10920.055555555553,137813,16839,16839,16839,16839,16839,16839,16839,16839,16839,16839,16839,16733,201961
VPAD,Director Projects,CyFair Projects,F10 - Operating,0500000066 - CyFair Projects,6,65 - Staff Benefits,4122,4122,4122,4122,4122,4122,4122,4122,4122,4122,4122,4122,49464,4208,4208,4208,4208,4208,4208,4208,4208,4208,4208,4208,4205,50493,3918,4061,3990,4005,3721,3406,3402,3403,3402,3216.472222222222,3119.588888888889,3022.7055555555553,33308,3943,3943,3944,3944,3942,3942,3947,3944,3943,3942,3941,3921,47296
VPAD,Director Projects,CyFair Projects,F10 - Operating,0500000066 - CyFair Projects,6,66 - Pool-Other Employee Benefits,168,168,168,168,168,168,168,168,168,168,168,168,2016,168,168,168,168,168,168,168,168,168,168,168,168,2016,172,172,172,172,186,143,134,134,134,126.74999999999997,120.56666666666663,114.3833333333333,1418,168,168,168,168,202,185,172,168,168,168,168,167,2073
VPAD,Director Projects,CyFair Projects,F10 - Operating,0500000066 - CyFair Projects,7,71 - Pool-Services,0,15000,20000,0,0,0,0,1000,0,1000,0,0,37000,0,10655,24050,80600,0,11100,0,1000,-35835,1000,0,41835,134405,1000,8365,16103,9280,7846,10628,17799,5551,14999,14532.388888888889,15403.955555555554,16275.522222222222,91570,0,4987,0,1091,4393,498,1749,428,2016,24292,5000,65664,110119
VPAD,Director Projects,CyFair Projects,F10 - Operating,0500000066 - CyFair Projects,7,72 - Pool-Travel,45,0,80,0,0,45,0,0,0,0,0,0,170,45,0,80,0,0,45,0,0,0,0,0,0,170,0,55,0,0,104,0,9,0,0,6.416666666666668,3.966666666666665,1.5166666666666657,169,45,0,71,14,0,20,0,9,0,0,0,0,159
VPAD,Director Projects,CyFair Projects,F10 - Operating,0500000066 - CyFair Projects,7,73 - Pool-Other Oper,500,100,0,10100,11000,100,0,0,100,0,0,100,22000,500,27100,-4050,84600,11000,13100,16022,0,-19532,0,0,39974,168714,866,5290,51786,1157,10953,25311,19306,8743,5327,13254.083333333332,13044.033333333333,12833.983333333334,128740,944,1373,765,4670,460,2719,1005,6914,216,930,46490,34386,100871
VPAD,Director Projects,CyFair Projects,F10 - Operating,0500000066 - CyFair Projects,7,74 - Pool-Monthly Chgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0,1.3611111111111112,1.4777777777777779,1.5944444444444446,7,0,0,0,0,0,0,0,0,0,0,0,0,0
VPAD,Director Projects,CyFair Projects,F10 - Operating,0500000066 - CyFair Projects,7,78 - Pool-Cap Equip,0,0,0,70000,0,0,100000,0,0,0,0,0,170000,0,0,0,60000,0,-20010,92400,0,-63603,0,0,281603,350390,0,5950,-89,15548,0,7000,21922,5969,12488,14766.694444444445,16191.411111111112,17616.12777777778,68787,0,0,0,0,7532,0,16809,0,0,40850,6863,148038,220091
VPAD,Director Projects,CyFair Projects,F10 - Operating,0500000066 - CyFair Projects,8,87 - Furniture Fixtures Equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,6375,0,0,0,0,0,0,6375
VPAD,Utilities,Utilities,F10 - Operating,0500000070 - Utilities,7,75 - Pool-Utilities,121797,121797,121797,121797,121797,121797,121797,121797,121797,121797,121797,121797,1461564,121797,121797,121797,121797,121797,121797,121797,121797,121797,121797,121797,121797,1461564,46776,165979,70508,80159,146362,112056,171308,141393,58413,127518.80555555556,130956.92222222223,134395.0388888889,992953,100268,188610,70554,21908,98146,103756,153738,124984,141587,119387,110618,128522,1362078
VPAD,VP Adm Services,General Institutional,F10 - Operating,0500000041 - General Institutional,6,64 - Pool-PT Admin/Supp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,716,813,1688,3408,3269,3827,2120,0,0,15841
VPAD,VP Adm Services,General Institutional,F10 - Operating,0500000041 - General Institutional,6,65 - Staff Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,22,25,51,103,100,117,65,0,0,483
VPAD,VP Adm Services,General Institutional,F10 - Operating,0500000041 - General Institutional,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,1,2,3,7,7,8,4,0,0,32
VPAD,VP Adm Services,VP Admin Services,F10 - Operating,0500000002 - VP Admin Services,6,63 - Pool-FT Admin/Supp,13857,13857,13857,13857,13857,13857,13857,13857,13857,13857,13857,13864,166291,10956,10956,10956,10956,10956,12545,14135,14135,14135,14135,14135,14134,152134,10956,10956,10956,10956,10956,12545,14135,14135,14135,14708.888888888889,15212.222222222223,15715.555555555555,109730,13858,13858,13858,13858,13858,13858,13858,13858,13858,13858,13858,13858,166291
VPAD,VP Adm Services,VP Admin Services,F10 - Operating,0500000002 - VP Admin Services,6,65 - Staff Benefits,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,2148,2149,25777,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2193,2203,26326,1293,1591,1444,1475,1445,1666,1865,1869,1864,1958.3611111111109,2027.5444444444443,2096.7277777777776,14512,2075,2077,2077,2078,2075,2073,2091,2080,2077,2073,2071,2063,24911
VPAD,VP Adm Services,VP Admin Services,F10 - Operating,0500000002 - VP Admin Services,6,66 - Pool-Other Employee Benefits,139,139,139,139,139,139,139,139,139,139,139,139,1668,139,139,139,139,139,139,139,139,139,139,139,139,1668,110,110,110,110,128,122,130,130,130,136.0,139.20000000000002,142.4,1079,138,139,139,139,163,145,144,139,139,139,139,139,1699
VPAD,VP Adm Services,VP Admin Services,F10 - Operating,0500000002 - VP Admin Services,7,71 - Pool-Services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,250,0,7058,0,0,0,0,0,7558,0,0,0,190,0,0,0,0,0,5.277777777777775,2.111111111111107,-1.0555555555555571,190,0,0,0,0,0,0,0,0,0,0,0,520,520
VPAD,VP Adm Services,VP Admin Services,F10 - Operating,0500000002 - VP Admin Services,7,72 - Pool-Travel,0,0,242,0,0,0,0,134,0,657,0,0,1033,0,0,242,0,0,0,0,134,221,436,0,0,1033,111,0,0,280,0,0,0,206,0,57.5,55.733333333333334,53.96666666666667,597,0,0,0,0,0,0,0,144,0,0,0,0,144
VPAD,VP Adm Services,VP Admin Services,F10 - Operating,0500000002 - VP Admin Services,7,73 - Pool-Other Oper,3551,6229,2024,6115,7278,8742,4593,9749,3407,3407,3407,8172,66674,3551,6229,2024,6115,7278,8742,11078,-36563,9407,3407,3407,54484,79159,497,0,0,1050,2960,314,3927,2176,6937,5268.3888888888905,5925.155555555557,6581.922222222223,17861,0,879,73,0,0,1397,208,0,2367,0,2124,6747,13795
VPAD,VP Adm Services,VP Admin Services,F10 - Operating,0500000002 - VP Admin Services,7,74 - Pool-Monthly Chgs,0,0,0,0,0,2,0,1,3,3,1,1,11,0,0,0,0,0,2,0,1,3,3,1,1,11,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1123,0,0,0,1123
VPAD,VP Adm Services,VP Admin Services,F10 - Operating,0500000002 - VP Admin Services,7,76 - Pool-Other Exp,0,0,0,0,0,0,0,0,0,0,0,682920,682920,0,0,0,0,0,0,0,0,0,0,0,33473,33473,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPAD,VP Adm Services,VP Admin Services,F10 - Operating,0500000002 - VP Admin Services,7,78 - Pool-Cap Equip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22629,0,0,0,0,0,22629,0,0,0,0,0,0,0,0,22629,10057.333333333334,11565.933333333334,13074.533333333333,22629,0,0,0,0,0,0,0,0,0,0,0,19189,19189
VPI,Cypress Center,Accounting,F10 - Operating,0502150001 - Accounting,6,61 - Pool Faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Accounting,F10 - Operating,0502150001 - Accounting,6,62 - Pool-PT Faculty,910,1050,1015,525,70,1890,1890,2030,1120,0,0,0,10500,1911,2191,2121,1096,70,1936,1936,2156,1223,0,0,0,14640,1830,1830,1830,1830,0,2091,2091,2091,1046,1495.7222222222222,1469.5555555555557,1443.388888888889,14640,2000,2000,2000,1000,0,875,1575,2275,2275,0,0,0,14000
VPI,Cypress Center,Accounting,F10 - Operating,0502150001 - Accounting,6,65 - Staff Benefits,27,32,30,16,2,57,57,61,34,0,0,0,316,30,35,33,19,2,58,58,65,37,0,0,0,337,56,56,56,56,0,64,64,64,32,45.77777777777778,44.977777777777774,44.17777777777778,447,61,61,61,31,0,27,48,69,69,0,0,0,427
VPI,Cypress Center,Accounting,F10 - Operating,0502150001 - Accounting,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,2,3.333333333333334,3.6000000000000005,3.866666666666667,19,4,0,0,0,0,2,3,5,5,0,0,0,18
VPI,Cypress Center,Accounting,F10 - Operating,0502150001 - Accounting,7,74 - Pool-Monthly Chgs,2,0,0,2,0,0,0,0,2,0,0,2,8,2,0,0,2,0,0,2,0,2,0,0,2,10,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Art,F10 - Operating,0502101501 - Art,6,62 - Pool-PT Faculty,1092,1260,1218,630,42,1134,1134,1218,672,0,0,0,8400,1147,1315,1273,657,138,1161,1161,1245,686,0,0,1,8784,1098,1098,1098,1098,0,627,627,627,314,235.05555555555543,135.68888888888887,36.32222222222208,6588,1050,1575,1050,525,0,1400,1120,840,840,0,0,0,8400
VPI,Cypress Center,Art,F10 - Operating,0502101501 - Art,6,65 - Staff Benefits,33,38,37,19,1,34,34,37,20,0,0,0,253,35,40,39,20,4,35,35,38,20,0,0,-1,265,34,34,33,33,0,19,19,19,10,7.083333333333329,4.033333333333324,0.9833333333333272,201,32,48,32,16,0,43,34,26,26,0,0,0,256
VPI,Cypress Center,Art,F10 - Operating,0502101501 - Art,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1.0555555555555558,1.155555555555556,1.255555555555556,6,2,0,0,0,0,3,2,2,2,0,0,0,11
VPI,Cypress Center,Art,F10 - Operating,0502101501 - Art,7,74 - Pool-Monthly Chgs,0,0,0,0,1,2,0,0,2,0,0,0,5,0,0,0,0,1,2,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Biology,F10 - Operating,0502102404 - Biology,6,61 - Pool Faculty,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5925,71045,6038,6038,6038,6038,6038,6093,6093,6093,6065,6038,6038,6048,72658,6039,6039,6039,6039,6039,6039,6039,6039,6039,6039.0,6039.0,6039.0,54349,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,5920,71045
VPI,Cypress Center,Biology,F10 - Operating,0502102404 - Biology,6,62 - Pool-PT Faculty,5460,6300,6090,3150,294,7938,7938,8526,4704,3570,4305,2625,60900,5657,6497,6319,3296,294,8103,8103,8691,4786,3903,4510,2661,62820,5490,5490,5490,5490,0,4392,6039,7686,3843,4880.0,4880.0,4880.0,43920,4800,4800,4800,2400,0,4200,4200,4200,4200,5600,2800,0,42000
VPI,Cypress Center,Biology,F10 - Operating,0502102404 - Biology,6,64 - Pool-PT Admin/Supp,0,0,0,103,172,343,343,343,257,0,0,172,1733,5,5,5,105,173,349,349,348,-1514,3,0,172,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,86,0,0,0,0,0,0,0,0,86
VPI,Cypress Center,Biology,F10 - Operating,0502102404 - Biology,6,65 - Staff Benefits,1081,1107,1100,1015,932,1166,1166,1184,1066,1025,1047,1002,12891,1105,1131,1125,1037,950,1191,1191,1209,1087,1053,1071,1026,13176,1000,1143,1073,1088,764,1016,1104,1199,980,1047.2777777777778,1048.5777777777778,1049.8777777777777,9367,973,974,974,876,768,1203,1003,1000,999,1075,920,764,11528
VPI,Cypress Center,Biology,F10 - Operating,0502102404 - Biology,6,66 - Pool-Other Employee Benefits,1,1,1,1,1,1,1,1,1,1,1,1,12,1,1,1,1,1,1,1,1,1,1,1,1,12,10,10,10,10,20,23,20,24,16,24.13888888888889,25.78888888888889,27.43888888888889,145,9,8,8,8,20,23,17,17,17,11,8,8,154
VPI,Cypress Center,Biology,F10 - Operating,0502102404 - Biology,7,71 - Pool-Services,35,0,0,385,0,0,50,0,300,35,0,900,1705,35,0,0,385,0,0,50,0,300,35,0,900,1705,0,0,0,0,0,0,105,0,0,29.166666666666664,32.666666666666664,36.166666666666664,105,0,0,0,350,0,0,0,0,350,0,250,620,1570
VPI,Cypress Center,Biology,F10 - Operating,0502102404 - Biology,7,73 - Pool-Other Oper,1800,1500,2500,500,500,4000,2500,200,500,0,500,500,15000,1800,1500,2500,500,500,4000,4267,-1563,500,0,500,500,15004,316,1268,0,0,0,0,2589,30,251,595.2222222222223,615.288888888889,635.3555555555556,4454,0,0,2277,0,0,0,0,0,0,0,64,0,2341
VPI,Cypress Center,Biology,F10 - Operating,0502102404 - Biology,7,74 - Pool-Monthly Chgs,3,2,3,2,3,2,2,2,3,2,2,3,29,3,2,3,2,3,2,2,2,3,2,2,3,29,2,2,0,0,0,7,0,9,7,7.000000000000001,7.800000000000002,8.600000000000001,27,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Biology,F10 - Operating,0502102404 - Biology,7,78 - Pool-Cap Equip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,0,0,0,0,1763,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Business,F10 - Operating,0502102705 - Business,6,62 - Pool-PT Faculty,546,630,609,315,42,1134,1134,1218,672,0,0,0,6300,1119,1311,1293,668,42,1161,1161,1293,734,128,112,50,9072,1098,1098,1098,1098,2196,4183,4915,5647,2823,5289.500000000001,5810.6,6331.700000000001,24156,1050,1575,1050,525,0,1400,1540,1680,1680,1400,1400,1388,14688
VPI,Cypress Center,Business,F10 - Operating,0502102705 - Business,6,65 - Staff Benefits,16,19,18,9,1,34,34,37,20,0,0,0,188,17,21,20,10,1,35,35,39,22,4,3,1,208,33,33,111,112,123,235,262,289,145,285.9722222222223,313.3222222222223,340.6722222222222,1344,32,48,32,16,0,43,78,114,113,43,43,41,603
VPI,Cypress Center,Business,F10 - Operating,0502102705 - Business,6,66 - Pool-Other Employee Benefits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,4,8,10,11,6,11.13888888888889,12.055555555555557,12.972222222222225,59,0,0,0,0,0,3,6,9,9,3,1,3,34
VPI,Cypress Center,Business,F10 - Operating,0502102705 - Business,7,74 - Pool-Monthly Chgs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Dean: Cypress Center,F10 - Operating,0502000001 - Dean: Cypress Center,6,61 - Pool Faculty,0,0,0,0,0,0,0,0,0,0,0,0,0,732,732,732,732,732,732,732,732,732,732,732,732,8784,418,837,837,837,837,837,837,837,837,930.1111111111111,958.0444444444445,985.9777777777779,7111,0,0,0,0,0,0,0,0,0,0,0,0,0
VPI,Cypress Center,Dean: Cypress Center,F10 - Operating,0502000001 - Dean: Cypress Center,6,63 - Pool-FT Admin/Supp,26548,26548,26548,26548,26548,26548,26548,26548,26548,26548,26548,26539,318567,25249,25249,25249,25249,25249,25249,25249,25249,26953,26953,26953,26927,309778,20410,20410,20410,20410,20410,20410,20410,20410,20410,20410.0,20410.0,20410.0,183689,26547,26547,26547,26547,26547,26547,26547,26547,26547,26547,20819,18832,305124
